Date,Exercise,Set 1 Weight,Set 1 Reps,Set 2 Weight,Set 2 Reps,Set 3 Weight,Set 3 Reps,Set 4 Weight,Set 4 Reps,Set 5 Weight,Set 5 Reps,Comments
8/8/2024,Row Machine,220,8,210,8,210,6,,,,,
8/8/2024,Dumbbell Upright Row,45,9,45,8,,,,,,,
8/8/2024,Bicep Curls,35,9,35,8,35,7,,,,,
8/8/2024,Rear Delt Cable Flies,15,10,15,8,15,6,,,,,
8/11/2024,Bench Press,185,6,185,4,175,5,175,4,,,Dropset Burnout
8/11/2024,Dumbbell Shoulder Press,60,7,60,5,60,4,60,4,,,
8/11/2024,Lateral Raises,20,16,20,13,20,10,,,,,superdrop
8/11/2024,Cable Fly,25,7,25,7,25,9,25,6,,,superset
8/11/2024,Overhead Tricep Extension,36,5,29,12,32.5,9,32.5,9,,,superset
8/12/2024,Pull Ups,0,11,0,7,0,6,0,6,,,
8/12/2024,Row Machine,210,8,210,9,210,7,,,,,
8/12/2024,Dumbbell Upright Row,45,7,45,7,45,8,,,,,
8/12/2024,Bicep Curls,35,9,35,8,35,7,,,,,
8/12/2024,High Cable Row,51,14,51,12,51,14,,,,,
8/14/2024,Dumbbell Shoulder Press,60,9,60,8,60,6,60,6,,,
8/14/2024,Incline Dumbbell Bench Press,60,7,60,6,60,6,,,,,
8/14/2024,Lateral Raises,25,10,20,15,25,8,,,,,superdrop
8/14/2024,Cable Fly,25,6,25,6,25,4,,,,,
8/14/2024,Overhead Tricep Extension,32.5,12,32.5,10,32.5,11,,,,,
8/15/2024,Hamstring Curl Machine,145,8,140,8,140,8,,,,,
8/15/2024,Bulgarian Split Squats,50,8,50,10,,,,,,,
8/15/2024,Quad Extension Machine,170,9,170,8,,,,,,,
8/15/2024,Horizontal Leg Press Machine,350,4,330,5,,,,,,,
8/15/2024,Cable Crunches,66,15,66,14,66,12,,,,,superset
8/15/2024,Leg Raises,0,12,0,10,0,8,,,,,superset
8/17/2024,Pull Ups,0,9,0,8,0,7,0,6,,,
8/17/2024,Row Machine,220,6,210,8,210,6,,,,,
8/17/2024,Dumbbell Upright Row,45,8,45,10,,,,,,,
8/17/2024,Bicep Curls,40,4,35,8,35,7,,,,,
8/17/2024,Rear Delt Cable Flies,15,7,15,6,15,5,,,,,
8/18/2024,Incline Bench Press,155,8,155,6,155,6,155,6,,,
8/18/2024,Dumbbell Shoulder Press,60,7,60,6,60,6,60,5,,,
8/18/2024,Lateral Raises,20,15,20,12,,,,,,,"superset, superdrop"
8/18/2024,Horizontal Cable Lateral Raise,18.75,4,15.25,8,15.25,8,,,,,superset
8/18/2024,Cable Fly,25,7,25,8,25,8,,,,,
8/18/2024,Overhead Tricep Extension,32.5,14,32.5,12,32.5,10,,,,,
8/21/2024,Horizontal Leg Press Machine,350,7,350,6,350,7,350,7,,,
8/21/2024,Hamstring Curl Machine,145,6,145,6,140,5,,,,,
8/21/2024,Quad Extension Machine,170,9,170,8,170,6,,,,,
8/21/2024,Leg Raises,0,20,0,10,0,10,0,10,,,
8/22/2024,Pull Ups,0,10,0,8,0,5,0,6,0,4,
8/22/2024,Bent Over Dumbbell Row,45,10,45,12,45,8,,,,,
8/22/2024,Dumbbell Upright Row,45,6,40,8,40,8,,,,,
8/22/2024,Cable Bicep Curls,22.5,9,22.5,9,22.5,8,,,,,
8/22/2024,Rear Delt Cable Flies,15,9,15,6,15,7,,,,,
8/23/2024,Bench Press,185,6,185,4,185,4,155,9,155,6,
8/23/2024,Dumbbell Shoulder Press,60,6,60,6,60,4,60,5,,,
8/23/2024,Horizontal Cable Lateral Raise,12.5,8,12.5,7,10,15,,,,,
8/23/2024,Lateral Raises,15,15,,,,,,,,,
8/23/2024,Dips,0,9,0,8,0,6,,,,,
8/23/2024,Cable Fly,25,6,25,7,25,6,,,,,
8/23/2024,Overhead Tricep Extension,36,8,36,5,32.5,10,,,,,
8/24/2024,Pull Ups,0,11,0,7,0,5,0,4,,,
8/24/2024,Bent Over Dumbbell Row,45,12,45,12,45,10,,,,,
8/24/2024,Dumbbell Upright Row,35,11,30,13,,,,,,,
8/24/2024,Bicep Curls,35,7,35,5,35,4,,,,,strained left of neck
8/24/2024,Face Pulls,36,18,36,15,36,18,,,,,
8/24/2024,Rear Delt Cable Flies,15,6,12.5,7,12.5,5,,,,,
8/25/2024,Incline Bench Press,160,6,160,5,155,5,135,7,,,
8/25/2024,Dumbbell Shoulder Press,60,5,60,4,45,9,,,,,
8/25/2024,Lateral Raises,20,14,20,12,20,10,,,,,superdrop
8/25/2024,Horizontal Cable Lateral Raise,10,6,10,8,10,8,,,,,
8/25/2024,Dips,0,8,0,7,,,,,,,superset
8/25/2024,Cable Fly,25,8,25,8,,,,,,,superset
8/25/2024,Overhead Tricep Extension,36,10,36,9,36,7,,,,,
8/26/2024,Barbell Squat,185,3,155,6,155,6,155,7,,,
8/26/2024,Hamstring Curl Machine,145,7,145,6,145,5,,,,,
8/26/2024,Quad Extension Machine,170,7,170,5,170,5,,,,,
8/26/2024,Hanging Crunches,0,10,0,8,0,7,,,,,
8/26/2024,Leg Raises,0,14,0,12,0,8,,,,,
8/28/2024,Bench Press,185,5,185,4,165,6,165,5,,,
8/28/2024,Military Press,95,6,95,5,85,7,85,6,,,superdrop
8/28/2024,Lateral Raises,20,15,20,13,20,11,,,,,superdrop
8/28/2024,Cable Fly,25,7,25,9,25,9,,,,,
8/28/2024,Horizontal Cable Lateral Raise,10,9,10,7,,,,,,,superset
8/28/2024,Dips,0,8,0,8,,,,,,,superset
8/28/2024,Overhead Tricep Extension,36,12,36,8,36,10,,,,,
8/29/2024,Pull Ups,0,11,0,9,0,7,0,6,,,
8/29/2024,Bent Over Dumbbell Row,45,14,45,12,45,10,,,,,
8/29/2024,Dumbbell Upright Row,30,14,30,10,30,11,,,,,
8/29/2024,Cable Lat Pullover,37.5,8,37.5,10,37.5,10,,,,,
8/29/2024,Bicep Curls,35,6,35,5,30,5,,,,,
8/29/2024,Face Pulls,42.5,12,32.5,15,32.5,16,,,,,
8/29/2024,Rear Delt Cable Flies,12.5,9,12.5,8,12.5,7,,,,,
8/30/2024,Incline Bench Press,155,8,155,6,155,5,,,,,
8/30/2024,Dumbbell Shoulder Press,60,6,60,5,60,5,,,,,
8/30/2024,Lateral Raises,20,14,20,12,20,10,,,,,superdrop
8/30/2024,Egyptian Cable Lateral Raise,10,11,10,12,10,12,,,,,superset
8/30/2024,Dips,0,7,0,8,,,,,,,superset
8/30/2024,Cable Fly,25,8,25,9,25,8,,,,,
8/30/2024,Overhead Tricep Extension,40,10,40,8,40,7,,,,,
8/31/2024,Pull Ups,0,10,0,7,0,5,0,6,,,
8/31/2024,Bent Over Dumbbell Row,45,12,45,11,45,12,,,,,
8/31/2024,Dumbbell Upright Row,30,15,30,12,30,12,,,,,
8/31/2024,Incline Bicep Curls,25,9,25,8,25,7,,,,,
8/31/2024,Face Pulls,32.5,20,32.5,20,32.5,20,,,,,
8/31/2024,Rear Delt Cable Flies,12.5,11,12.5,8,12.5,7,,,,,
9/1/2024,Barbell Squat,185,5,155,5,155,5,,,,,
9/1/2024,Quad Extension Machine,160,8,160,7,160,5,,,,,
9/1/2024,Hamstring Curl Machine,145,6,145,6,145,5,,,,,
9/1/2024,Hanging Crunches,0,12,0,8,,,,,,,
9/1/2024,Leg Raises,0,16,0,12,0,10,,,,,
9/3/2024,Bench Press,185,6,185,4,180,5,175,5,,,
9/3/2024,Military Press,85,9,85,8,85,7,65,12,,,
9/3/2024,Lateral Raises,20,13,15,15,15,15,,,,,"superdrop, retract scapulae "
9/3/2024,Dips,0,11,0,8,,,,,,,
9/3/2024,Cable Fly,25,10,25,11,25,9,,,,,superset
9/3/2024,Tricep Extensions,47.5,11,47.5,10,47.5,10,,,,,superset
9/3/2024,Egyptian Cable Lateral Raise,12.5,7,,,,,,,,,
9/4/2024,Pull Ups,0,11,0,7,0,6,0,5,,,
9/4/2024,Bent Over Dumbbell Row,50,9,50,9,50,8,,,,,
9/4/2024,Bicep Curls,35,8,35,6,35,6,,,,,
9/4/2024,Dumbbell Upright Row,30,12,30,12,30,10,,,,,
9/4/2024,Rear Delt Cable Flies,12.5,10,12.5,8,12.5,7,,,,,superset
9/4/2024,Lateral Raises,20,10,15,12,15,13,,,,,superset
9/5/2024,Barbell Squat,155,8,165,5,165,6,165,3,,,
9/5/2024,Hamstring Curl Machine,145,7,145,5,130,9,,,,,superset
9/5/2024,Quad Extension Machine,160,7,150,9,150,9,,,,,superset
9/5/2024,Leg Raises,0,20,0,10,0,10,,,,,
9/7/2024,Incline Bench Press,165,6,165,4,155,7,155,,,,
9/7/2024,Lateral Raises,20,13,20,14,20,8,,,,,superdrop
9/7/2024,Dumbbell Shoulder Press,55,4,,,,,,,,,
9/7/2024,Horizontal Cable Lateral Raise,10,9,10,10,10,9,,,,,superset
9/7/2024,Dips,0,10,0,7,0,9,,,,,superset
9/7/2024,Cable Fly,25,9,25,9,25,7,,,,,
9/7/2024,Overhead Tricep Extension,40,12,44,10,36,8,,,,,
9/8/2024,Pull Ups,0,11,0,7,0,5,0,5,,,
9/8/2024,Bent Over Dumbbell Row,50,10,50,10,,,,,,,
9/8/2024,Single Arm Standing Chest Supported Cable Row,32.5,15,40,9,40,10,,,,,
9/8/2024,Dumbbell Upright Row,35,12,35,10,35,8,,,,,
9/8/2024,Dumbbell Preacher Curls,20,9,20,9,20,7,20,8,,,
9/8/2024,Rear Delt Cable Flies,12.5,11,12.5,7,12.5,6,,,,,superset
9/8/2024,Horizontal Cable Lateral Raise,10,10,7.5,12,7.5,12,,,,,"superset, dropset"
9/8/2024,Face Pulls,32.5,25,32.5,15,,,,,,,
9/9/2024,Horizontal Leg Press Machine,350,10,350,8,250,8,250,10,,,deeper setting (1)
9/9/2024,Hamstring Curl Machine,145,8,145,6,140,6,,,,,superset
9/9/2024,Quad Extension Machine,150,9,150,8,150,8,,,,,superset
9/9/2024,Hanging Leg Raises,0,8,0,4 & 10,0,3 & 10,,,,,"superset 2, & knee raises"
9/9/2024,Cable Crunches,62.5,15,62.5,14,62.5,14,,,,,superset 2
9/10/2024,Incline Bench Press,165,7,165,6,165,5,135,10,,,
9/10/2024,Seated Overhead Press,85,10,85,10,85,9,,,,,dropset
9/10/2024,Lateral Raises,20,14,15,16,15,12,,,,,superdrop
9/10/2024,Dips,0,9,0,8,0,7,,,,,
9/10/2024,Horizontal Cable Lateral Raise,7.5,14,7.5,14,7.5,12,,,,,superset
9/10/2024,Cable Fly,29,6,25,7,,,,,,,superset
9/10/2024,Tricep Extensions,51,8,47.5,7,47.5,4,,,,,
